사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2025-12,6호선,2614,독바위,"57,443","56,971","22,293","27,360",2026-01-03 11:12:43
2025-12,6호선,2615,연신내,74,0,5,0,2026-01-03 11:12:43
2025-12,6호선,2616,구산,"189,949","130,980","61,759","66,561",2026-01-03 11:12:43
2025-12,6호선,2617,새절(신사),"288,401","265,992","98,618","98,588",2026-01-03 11:12:43
2025-12,6호선,2618,증산(명지대앞),"211,593","207,772","76,210","77,144",2026-01-03 11:12:43
2025-12,6호선,2619,디지털미디어시티,"368,403","404,196","66,518","66,898",2026-01-03 11:12:43
2025-12,6호선,2620,월드컵경기장(성산),"101,913","105,835","50,063","48,896",2026-01-03 11:12:43
2025-12,6호선,2621,마포구청,"361,485","327,639","90,671","83,747",2026-01-03 11:12:43
2025-12,6호선,2622,망원,"434,597","466,897","94,388","98,137",2026-01-03 11:12:43
2025-12,6호선,2623,합정,"391,822","393,493","47,671","44,357",2026-01-03 11:12:43
2025-12,6호선,2624,상수,"321,130","364,940","27,397","27,824",2026-01-03 11:12:43
2025-12,6호선,2625,광흥창(서강),"233,208","221,895","61,374","60,423",2026-01-03 11:12:43
2025-12,6호선,2626,대흥(서강대앞),"242,822","254,194","54,263","54,785",2026-01-03 11:12:43
2025-12,6호선,2627,공덕,"489,910","478,901","94,528","88,050",2026-01-03 11:12:43
2025-12,6호선,2628,효창공원앞,"192,483","176,368","42,007","38,760",2026-01-03 11:12:43
2025-12,6호선,2629,삼각지(전쟁기념관),"237,548","216,095","23,267","20,194",2026-01-03 11:12:43
2025-12,6호선,2630,녹사평(용산구청),"152,543","161,544","20,104","19,888",2026-01-03 11:12:43
2025-12,6호선,2631,이태원,"357,201","405,490","32,943","33,083",2026-01-03 11:12:43
2025-12,6호선,2632,한강진,"297,246","358,417","19,486","19,646",2026-01-03 11:12:43
2025-12,6호선,2633,버티고개,"54,576","50,004","14,597","16,250",2026-01-03 11:12:43
2025-12,6호선,2634,약수,"92,331","91,431","22,628","22,595",2026-01-03 11:12:43
2025-12,6호선,2635,청구,"95,372","91,587","20,841","22,255",2026-01-03 11:12:43
2025-12,6호선,2636,신당,"240,983","243,543","44,524","43,214",2026-01-03 11:12:43
2025-12,6호선,2637,동묘앞,"213,526","221,335","78,226","72,867",2026-01-03 11:12:43
2025-12,6호선,2638,창신,"89,771","73,052","20,868","19,444",2026-01-03 11:12:43
2025-12,6호선,2639,보문,"219,167","205,547","35,865","33,992",2026-01-03 11:12:43
2025-12,6호선,2640,안암(고대병원앞),"370,416","363,227","44,020","43,294",2026-01-03 11:12:43
2025-12,6호선,2641,고려대(종암),"236,966","224,892","39,930","39,457",2026-01-03 11:12:43
2025-12,6호선,2642,월곡(동덕여대),"288,667","276,799","75,599","75,561",2026-01-03 11:12:43
2025-12,6호선,2643,상월곡(한국과학기술연구원),"156,228","139,781","45,614","44,361",2026-01-03 11:12:43
2025-12,6호선,2644,돌곶이,"293,365","267,714","75,922","75,351",2026-01-03 11:12:43
2025-12,6호선,2645,석계,"298,382","305,900","91,944","90,769",2026-01-03 11:12:43
2025-12,6호선,2646,태릉입구,"145,144","159,194","38,209","37,773",2026-01-03 11:12:43
2025-12,6호선,2647,화랑대(서울여대입구),"296,392","238,903","56,405","51,820",2026-01-03 11:12:43
2025-12,6호선,2648,봉화산(서울의료원),"202,424","188,149","58,694","58,161",2026-01-03 11:12:43
2025-12,6호선,2649,신내,27,0,1,0,2026-01-03 11:12:43
2025-12,7호선,2711,장암,"68,869","24,072","16,047","11,976",2026-01-03 11:12:43
2025-12,7호선,2712,도봉산,"218,060","241,399","50,361","73,118",2026-01-03 11:12:43
2025-12,7호선,2713,수락산,"275,766","271,674","121,103","122,493",2026-01-03 11:12:43
2025-12,7호선,2714,마들,"304,570","281,788","107,733","105,986",2026-01-03 11:12:43
2025-12,7호선,2715,노원,"494,468","523,927","162,545","162,914",2026-01-03 11:12:43
2025-12,7호선,2716,중계,"342,373","311,199","109,335","106,374",2026-01-03 11:12:43
2025-12,7호선,2717,하계,"432,909","401,949","134,507","129,195",2026-01-03 11:12:43
2025-12,7호선,2718,공릉(서울과학기술대),"297,200","289,355","90,403","90,996",2026-01-03 11:12:43
2025-12,7호선,2719,태릉입구,"215,581","204,848","54,409","51,211",2026-01-03 11:12:43
2025-12,7호선,2720,먹골,"239,630","235,632","80,302","82,059",2026-01-03 11:12:43
2025-12,7호선,2721,중화,"265,771","262,486","77,656","78,403",2026-01-03 11:12:43
2025-12,7호선,2722,상봉,"463,284","457,765","99,625","96,801",2026-01-03 11:12:43
2025-12,7호선,2723,면목,"349,014","331,802","107,352","110,376",2026-01-03 11:12:43
2025-12,7호선,2724,사가정,"377,448","378,166","118,849","121,084",2026-01-03 11:12:43
2025-12,7호선,2725,용마산(용마폭포공원),"136,377","131,062","39,293","42,658",2026-01-03 11:12:43
2025-12,7호선,2726,중곡,"266,747","246,860","76,819","77,848",2026-01-03 11:12:43
2025-12,7호선,2727,군자(능동),"383,570","296,221","96,160","81,382",2026-01-03 11:12:43
2025-12,7호선,2728,어린이대공원(세종대),"454,517","457,574","48,757","48,462",2026-01-03 11:12:43
2025-12,7호선,2729,건대입구,"388,730","410,856","78,654","73,240",2026-01-03 11:12:43
2025-12,7호선,2730,자양(뚝섬한강공원),"208,892","201,958","51,238","50,886",2026-01-03 11:12:43
2025-12,7호선,2731,청담,"462,597","517,701","90,276","87,805",2026-01-03 11:12:43
2025-12,7호선,2732,강남구청,"426,215","482,193","61,323","63,036",2026-01-03 11:12:43
2025-12,7호선,2733,학동,"605,373","636,283","72,745","69,392",2026-01-03 11:12:43
2025-12,7호선,2734,논현,"519,562","550,759","52,323","51,566",2026-01-03 11:12:43
2025-12,7호선,2735,반포,"165,401","159,384","49,880","47,493",2026-01-03 11:12:43
2025-12,7호선,2736,고속터미널,"494,659","404,488","95,286","86,908",2026-01-03 11:12:43
2025-12,7호선,2737,내방,"359,165","364,706","85,949","83,135",2026-01-03 11:12:43
2025-12,7호선,2738,이수,"434,366","424,754","101,565","95,179",2026-01-03 11:12:43
2025-12,7호선,2739,남성,"258,779","243,513","87,741","88,640",2026-01-03 11:12:43
2025-12,7호선,2740,숭실대입구(살피재),"340,636","336,157","71,958","74,588",2026-01-03 11:12:43
2025-12,7호선,2741,상도,"303,323","295,341","72,695","69,682",2026-01-03 11:12:43
2025-12,7호선,2742,장승배기,"217,654","210,518","80,365","80,645",2026-01-03 11:12:43
2025-12,7호선,2743,신대방삼거리,"357,943","338,451","102,364","104,825",2026-01-03 11:12:43
2025-12,7호선,2744,보라매,"168,301","175,958","37,215","38,200",2026-01-03 11:12:43
2025-12,7호선,2745,신풍,"282,193","263,858","89,501","88,301",2026-01-03 11:12:43
2025-12,7호선,2746,대림(구로구청),"237,462","240,561","55,368","54,272",2026-01-03 11:12:43
2025-12,7호선,2747,남구로,"365,494","389,412","75,790","78,038",2026-01-03 11:12:43
2025-12,7호선,2748,가산디지털단지,"1,110,915","1,109,859","115,715","107,880",2026-01-03 11:12:43
2025-12,7호선,2749,철산,"561,847","577,629","133,977","133,754",2026-01-03 11:12:43
2025-12,7호선,2750,광명사거리,"494,347","483,753","186,761","192,714",2026-01-03 11:12:43
2025-12,7호선,2751,천왕,"288,868","276,906","71,501","72,135",2026-01-03 11:12:43
2025-12,7호선,2752,온수(성공회대입구),"246,070","224,081","49,843","47,129",2026-01-03 11:12:43
2025-12,8호선,2810,암사역사공원,"172,472","146,426","38,557","37,318",2026-01-03 11:12:43
2025-12,8호선,2811,암사,"376,714","342,740","121,827","120,479",2026-01-03 11:12:43
2025-12,8호선,2812,천호(풍납토성),"438,253","515,876","128,039","130,529",2026-01-03 11:12:43
2025-12,8호선,2813,강동구청,"249,487","256,308","82,708","83,962",2026-01-03 11:12:43
2025-12,8호선,2814,몽촌토성(평화의문),"191,805","199,635","41,912","42,144",2026-01-03 11:12:43
2025-12,8호선,2815,잠실(송파구청),"594,964","702,823","110,611","109,131",2026-01-03 11:12:43
2025-12,8호선,2816,석촌,"221,040","260,789","68,677","71,076",2026-01-03 11:12:43
2025-12,8호선,2817,송파,"230,611","228,723","81,694","80,329",2026-01-03 11:12:43
2025-12,8호선,2818,가락시장,"202,053","229,871","81,117","82,739",2026-01-03 11:12:43
2025-12,8호선,2819,문정,"586,359","611,885","80,136","79,998",2026-01-03 11:12:43
2025-12,8호선,2820,장지,"435,704","400,602","105,176","99,444",2026-01-03 11:12:43
2025-12,8호선,2821,복정,"247,404","208,673","49,136","44,760",2026-01-03 11:12:43
2025-12,8호선,2822,산성,"150,083","150,872","39,727","42,440",2026-01-03 11:12:43
2025-12,8호선,2823,남한산성입구(성남법원.검찰청),"315,896","281,775","84,408","80,069",2026-01-03 11:12:43
2025-12,8호선,2824,단대오거리,"286,412","271,684","86,600","85,453",2026-01-03 11:12:43
2025-12,8호선,2825,신흥,"121,339","123,327","48,763","49,688",2026-01-03 11:12:43
2025-12,8호선,2826,수진,"122,740","110,635","51,754","51,154",2026-01-03 11:12:43
2025-12,8호선,2827,모란,"98,983","82,263","63,680","49,525",2026-01-03 11:12:43
2025-12,8호선,2828,남위례,"193,477","190,442","43,793","41,719",2026-01-03 11:12:43
2025-12,9호선,4101,개화,"61,339","40,902","12,952","10,382",2026-01-03 11:12:43
2025-12,9호선,4102,김포공항,"188,149","354,483","20,217","32,385",2026-01-03 11:12:43
2025-12,9호선,4103,공항시장,"62,287","67,003","23,994","25,837",2026-01-03 11:12:43
2025-12,9호선,4104,신방화,"160,253","157,709","53,409","53,673",2026-01-03 11:12:43
2025-12,9호선,4105,마곡나루(서울식물원),"431,666","416,524","52,604","51,705",2026-01-03 11:12:43
2025-12,9호선,4106,양천향교,"272,684","280,161","55,080","54,530",2026-01-03 11:12:43
2025-12,9호선,4107,가양,"519,036","508,924","158,972","155,627",2026-01-03 11:12:43
2025-12,9호선,4108,증미,"194,154","185,854","42,747","42,655",2026-01-03 11:12:43
2025-12,9호선,4109,등촌,"287,317","270,673","102,094","104,398",2026-01-03 11:12:43
2025-12,9호선,4110,염창,"465,064","443,036","93,190","89,926",2026-01-03 11:12:43
2025-12,9호선,4111,신목동,"108,697","94,366","30,524","29,200",2026-01-03 11:12:43
2025-12,9호선,4112,선유도,"231,765","212,908","39,388","38,802",2026-01-03 11:12:43
2025-12,9호선,4113,당산,"513,789","501,696","85,592","79,545",2026-01-03 11:12:43
2025-12,9호선,4114,국회의사당,"458,883","469,225","76,927","69,260",2026-01-03 11:12:43
2025-12,9호선,4115,여의도,"885,032","837,825","68,957","63,353",2026-01-03 11:12:43
2025-12,9호선,4116,샛강,"165,829","164,830","33,908","33,462",2026-01-03 11:12:43
2025-12,9호선,4117,노량진,"792,815","774,371","105,114","102,533",2026-01-03 11:12:43
2025-12,9호선,4118,노들,"111,613","90,335","37,737","35,187",2026-01-03 11:12:43
2025-12,9호선,4119,흑석(중앙대입구),"225,517","232,639","68,895","68,869",2026-01-03 11:12:43
2025-12,9호선,4120,동작(현충원),"48,136","41,494","13,648","12,197",2026-01-03 11:12:43
2025-12,9호선,4121,구반포,"49,835","43,865","12,183","11,689",2026-01-03 11:12:43
2025-12,9호선,4122,신반포,"115,835","108,804","34,480","34,334",2026-01-03 11:12:43
2025-12,9호선,4123,고속터미널,"421,183","602,998","84,211","104,256",2026-01-03 11:12:43
2025-12,9호선,4124,사평,"106,296","101,421","28,855","28,639",2026-01-03 11:12:43
2025-12,9호선,4125,신논현,"952,734","974,262","65,959","63,857",2026-01-03 11:12:43
2025-12,공항철도 1호선,4201,서울역,"399,077","357,799","40,990","37,832",2026-01-03 11:12:43
2025-12,공항철도 1호선,4202,공덕,"87,186","118,672","10,429","13,071",2026-01-03 11:12:43
2025-12,공항철도 1호선,4203,홍대입구,"511,899","485,784","23,589","21,902",2026-01-03 11:12:43
2025-12,공항철도 1호선,4204,디지털미디어시티,"382,251","357,909","36,053","33,688",2026-01-03 11:12:43
2025-12,공항철도 1호선,4206,마곡나루(서울식물원),"389,704","380,643","26,145","26,843",2026-01-03 11:12:43
2025-12,공항철도 1호선,4207,김포공항,"299,351","159,862","28,702","16,734",2026-01-03 11:12:43
2025-12,공항철도 1호선,4208,계양,"247,995","245,833","33,794","34,037",2026-01-03 11:12:43
2025-12,공항철도 1호선,4209,검암,"169,807","168,137","18,773","18,494",2026-01-03 11:12:43
2025-12,공항철도 1호선,4210,청라국제도시,"217,755","205,956","17,447","17,278",2026-01-03 11:12:43
2025-12,공항철도 1호선,4211,운서,"282,382","294,732","34,714","34,351",2026-01-03 11:12:43
2025-12,공항철도 1호선,4212,공항화물청사,"47,609","56,218","10,289","10,049",2026-01-03 11:12:43
2025-12,공항철도 1호선,4213,인천공항1터미널,"426,875","412,643","38,769","35,429",2026-01-03 11:12:43
2025-12,공항철도 1호선,4215,인천공항2터미널,"235,501","198,625","23,549","20,427",2026-01-03 11:12:43
2025-12,공항철도 1호선,4217,영종,"119,283","120,382","27,431","27,427",2026-01-03 11:12:43
2025-12,9호선2~3단계,4126,언주,"317,028","320,670","37,724","37,181",2026-01-03 11:12:43
2025-12,9호선2~3단계,4127,선정릉,"268,286","292,724","34,210","35,733",2026-01-03 11:12:43
2025-12,9호선2~3단계,4128,삼성중앙,"210,435","219,603","34,606","34,142",2026-01-03 11:12:43
2025-12,9호선2~3단계,4129,봉은사,"682,953","758,988","71,905","68,267",2026-01-03 11:12:43
2025-12,9호선2~3단계,4130,종합운동장,"146,085","145,663","26,432","24,129",2026-01-03 11:12:43
2025-12,9호선2~3단계,4131,삼전,"209,780","197,531","51,753","50,783",2026-01-03 11:12:43
2025-12,9호선2~3단계,4132,석촌고분,"185,049","180,118","49,386","49,231",2026-01-03 11:12:43
2025-12,9호선2~3단계,4133,석촌,"259,700","235,680","51,130","45,296",2026-01-03 11:12:43
2025-12,9호선2~3단계,4134,송파나루,"161,778","172,152","37,233","39,746",2026-01-03 11:12:43
2025-12,9호선2~3단계,4135,한성백제,"82,387","73,471","21,904","19,389",2026-01-03 11:12:43
2025-12,9호선2~3단계,4136,올림픽공원(한국체대),"256,362","272,634","33,146","33,331",2026-01-03 11:12:43
2025-12,9호선2~3단계,4137,둔촌오륜,"115,940","111,951","27,177","28,141",2026-01-03 11:12:43
2025-12,9호선2~3단계,4138,중앙보훈병원,"295,260","245,254","96,674","93,314",2026-01-03 11:12:43
2025-12,우이신설선,4701,북한산우이,"54,166","46,562","38,331","39,153",2026-01-03 11:12:43
2025-12,우이신설선,4702,솔밭공원,"48,684","43,156","32,547","33,190",2026-01-03 11:12:43
2025-12,우이신설선,4703,4.19민주묘지,"66,502","64,923","40,086","36,568",2026-01-03 11:12:43
2025-12,우이신설선,4704,가오리,"76,459","73,997","56,595","58,703",2026-01-03 11:12:43
2025-12,우이신설선,4705,화계,"61,937","55,508","52,111","51,758",2026-01-03 11:12:43
2025-12,우이신설선,4706,삼양,"43,086","43,754","33,378","36,586",2026-01-03 11:12:43
2025-12,우이신설선,4707,삼양사거리,"41,519","40,324","39,602","39,134",2026-01-03 11:12:43
2025-12,우이신설선,4708,솔샘,"136,635","124,303","46,000","47,409",2026-01-03 11:12:43
2025-12,우이신설선,4709,북한산보국문,"150,650","136,571","49,365","49,710",2026-01-03 11:12:43
2025-12,우이신설선,4710,정릉,"99,029","86,344","51,746","48,835",2026-01-03 11:12:43
2025-12,우이신설선,4711,성신여대입구(돈암),"83,580","97,008","36,841","34,970",2026-01-03 11:12:43
2025-12,우이신설선,4712,보문,"38,383","37,723","19,305","18,861",2026-01-03 11:12:43
2025-12,우이신설선,4713,신설동,"41,169","39,928","36,365","31,946",2026-01-03 11:12:43
2025-12,신림선,4401,샛강,"68,865","86,502","17,493","16,421",2026-01-03 11:12:43
2025-12,신림선,4402,대방,"85,856","61,715","25,196","19,830",2026-01-03 11:12:43
2025-12,신림선,4403,서울지방병무청,"67,780","74,831","31,242","34,371",2026-01-03 11:12:43
2025-12,신림선,4404,보라매,"110,700","99,754","32,050","28,577",2026-01-03 11:12:43
2025-12,신림선,4405,보라매공원,"50,014","54,878","20,800","22,317",2026-01-03 11:12:43
2025-12,신림선,4406,보라매병원,"178,794","187,694","67,333","67,222",2026-01-03 11:12:43
2025-12,신림선,4407,당곡,"109,766","103,352","46,738","45,471",2026-01-03 11:12:43
2025-12,신림선,4408,신림,"52,353","62,881","22,693","24,729",2026-01-03 11:12:43
2025-12,신림선,4409,서원,"83,230","71,144","30,133","29,254",2026-01-03 11:12:43
2025-12,신림선,4410,서울대벤처타운,"240,946","211,727","74,836","74,460",2026-01-03 11:12:43
2025-12,신림선,4411,관악산(서울대),"57,996","54,221","31,115","31,084",2026-01-03 11:12:43
